ano,trimestre,categoria,tipo,instituicao_financeira,cnpj_if,cnpj_norm,nome_norm,banco_encontrado,origem_do_match,segmento,nome_banco,indice,qtd_total_reclamacoes,qtd_reclamacoes_reguladas_procedentes,qtd_reclamacoes_reguladas_outras,qtd_reclamacoes_nao_reguladas,qtd_total_clientes_ccs_e_scr,qtd_clientes_ccs,qtd_clientes_scr,origem_arquivo,processado_em
2021,1,Grupo Secundário,Conglomerado,ABC-BRASIL (conglomerado), ,,ABCBRASIL,True,nome,S3,ABC-BRASIL - PRUDENCIAL,,9,2,3,4,26230,24698,3810,2021_tri_01.csv,2026-09-15T02:10:27.951042+00:00
2021,1,Grupo Secundário,Conglomerado,ABC-BRASIL (conglomerado), ,,ABCBRASIL,True,nome,S3,ABC-BRASIL - PRUDENCIAL,,9,2,3,4,26230,24698,3810,2021_tri_01.csv,2026-09-15T02:14:48.085785+00:00
2021,1,Grupo Secundário,Conglomerado,ABC-BRASIL (conglomerado), ,,ABCBRASIL,True,nome,S3,ABC-BRASIL - PRUDENCIAL,,9,2,3,4,26230,24698,3810,2021_tri_01.csv,2026-09-15T02:03:56.118999+00:00
2021,1,Grupo Secundário,Conglomerado,ABC-BRASIL (conglomerado), ,,ABCBRASIL,True,nome,S3,ABC-BRASIL - PRUDENCIAL,,9,2,3,4,26230,24698,3810,2021_tri_01.csv,2026-09-15T02:12:53.398596+00:00
2021,1,Grupo Secundário,Conglomerado,AGIBANK (conglomerado), ,,AGIBANK,False,nenhum,,,54.79,271,58,140,73,1058431,790848,693843,2021_tri_01.csv,2026-09-15T02:12:53.964599+00:00
2021,1,Grupo Secundário,Conglomerado,AGIBANK (conglomerado), ,,AGIBANK,False,nenhum,,,54.79,271,58,140,73,1058431,790848,693843,2021_tri_01.csv,2026-09-15T02:10:28.072077+00:00
2021,1,Grupo Secundário,Conglomerado,AGIBANK (conglomerado), ,,AGIBANK,False,nenhum,,,54.79,271,58,140,73,1058431,790848,693843,2021_tri_01.csv,2026-09-15T02:03:56.391554+00:00
2021,1,Grupo Secundário,Conglomerado,AGIBANK (conglomerado), ,,AGIBANK,False,nenhum,,,54.79,271,58,140,73,1058431,790848,693843,2021_tri_01.csv,2026-09-15T02:14:47.727635+00:00
2021,1,Grupo Secundário,Banco/financeira,"AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",36321990,36321990,AGORACRED SOCIEDADE DE CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,AGORACRED S/A SCFI,,6,3,3,0,420692,129,420563,2021_tri_01.csv,2026-09-15T02:14:48.118409+00:00
2021,1,Grupo Secundário,Banco/financeira,"AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",36321990,36321990,AGORACRED SOCIEDADE DE CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,AGORACRED S/A SCFI,,6,3,3,0,420692,129,420563,2021_tri_01.csv,2026-09-15T02:03:56.177533+00:00
2021,1,Grupo Secundário,Banco/financeira,"AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",36321990,36321990,AGORACRED SOCIEDADE DE CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,AGORACRED S/A SCFI,,6,3,3,0,420692,129,420563,2021_tri_01.csv,2026-09-15T02:10:28.413856+00:00
2021,1,Grupo Secundário,Banco/financeira,"AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",36321990,36321990,AGORACRED SOCIEDADE DE CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,AGORACRED S/A SCFI,,6,3,3,0,420692,129,420563,2021_tri_01.csv,2026-09-15T02:12:53.833878+00:00
2021,1,Grupo Secundário,Banco/financeira,"AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO",27214112,27214112,AL5 CREDITO FINANCIAMENTO E INVESTIMENTO,False,nenhum,,,,2,1,1,0,12645,4979,10112,2021_tri_01.csv,2026-09-15T02:14:48.021512+00:00
2021,1,Grupo Secundário,Banco/financeira,"AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO",27214112,27214112,AL5 CREDITO FINANCIAMENTO E INVESTIMENTO,False,nenhum,,,,2,1,1,0,12645,4979,10112,2021_tri_01.csv,2026-09-15T02:10:28.547933+00:00
2021,1,Grupo Secundário,Banco/financeira,"AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO",27214112,27214112,AL5 CREDITO FINANCIAMENTO E INVESTIMENTO,False,nenhum,,,,2,1,1,0,12645,4979,10112,2021_tri_01.csv,2026-09-15T02:03:56.475962+00:00
2021,1,Grupo Secundário,Banco/financeira,"AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO",27214112,27214112,AL5 CREDITO FINANCIAMENTO E INVESTIMENTO,False,nenhum,,,,2,1,1,0,12645,4979,10112,2021_tri_01.csv,2026-09-15T02:12:53.462329+00:00
2021,1,Grupo Secundário,Conglomerado,ALFA (conglomerado), ,,ALFA,True,nome,S3,ALFA - PRUDENCIAL,,73,14,44,15,412135,268186,145105,2021_tri_01.csv,2026-09-15T02:03:55.810596+00:00
2021,1,Grupo Secundário,Conglomerado,ALFA (conglomerado), ,,ALFA,True,nome,S3,ALFA - PRUDENCIAL,,73,14,44,15,412135,268186,145105,2021_tri_01.csv,2026-09-15T02:12:53.715557+00:00
2021,1,Grupo Secundário,Conglomerado,ALFA (conglomerado), ,,ALFA,True,nome,S3,ALFA - PRUDENCIAL,,73,14,44,15,412135,268186,145105,2021_tri_01.csv,2026-09-15T02:10:27.951248+00:00
2021,1,Grupo Secundário,Conglomerado,ALFA (conglomerado), ,,ALFA,True,nome,S3,ALFA - PRUDENCIAL,,73,14,44,15,412135,268186,145105,2021_tri_01.csv,2026-09-15T02:14:48.079261+00:00
2021,1,Grupo Secundário,Conglomerado,ANDBANK (conglomerado), ,,ANDBANK,True,nome,S4,ANDBANK - PRUDENCIAL,,3,0,2,1,4383,4382,52,2021_tri_01.csv,2026-09-15T02:10:27.959444+00:00
2021,1,Grupo Secundário,Conglomerado,ANDBANK (conglomerado), ,,ANDBANK,True,nome,S4,ANDBANK - PRUDENCIAL,,3,0,2,1,4383,4382,52,2021_tri_01.csv,2026-09-15T02:12:53.493373+00:00
2021,1,Grupo Secundário,Conglomerado,ANDBANK (conglomerado), ,,ANDBANK,True,nome,S4,ANDBANK - PRUDENCIAL,,3,0,2,1,4383,4382,52,2021_tri_01.csv,2026-09-15T02:14:48.152086+00:00
2021,1,Grupo Secundário,Conglomerado,ANDBANK (conglomerado), ,,ANDBANK,True,nome,S4,ANDBANK - PRUDENCIAL,,3,0,2,1,4383,4382,52,2021_tri_01.csv,2026-09-15T02:03:56.197413+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO ABN AMRO S.A.,03532415,3532415,BANCO ABN AMRO,True,cnpj,S4,BANCO ABN AMRO S.A. - PRUDENCIAL,,3,0,0,3,98,71,31,2021_tri_01.csv,2026-09-15T02:12:53.351679+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO ABN AMRO S.A.,03532415,3532415,BANCO ABN AMRO,True,cnpj,S4,BANCO ABN AMRO S.A. - PRUDENCIAL,,3,0,0,3,98,71,31,2021_tri_01.csv,2026-09-15T02:10:27.955293+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO ABN AMRO S.A.,03532415,3532415,BANCO ABN AMRO,True,cnpj,S4,BANCO ABN AMRO S.A. - PRUDENCIAL,,3,0,0,3,98,71,31,2021_tri_01.csv,2026-09-15T02:03:55.851487+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO ABN AMRO S.A.,03532415,3532415,BANCO ABN AMRO,True,cnpj,S4,BANCO ABN AMRO S.A. - PRUDENCIAL,,3,0,0,3,98,71,31,2021_tri_01.csv,2026-09-15T02:14:48.392708+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO ARBI S.A.,54403563,54403563,BANCO ARBI,True,cnpj,S4,BANCO ARBI S.A. - PRUDENCIAL,,1,1,0,0,18087,9312,8838,2021_tri_01.csv,2026-09-15T02:14:47.955633+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO ARBI S.A.,54403563,54403563,BANCO ARBI,True,cnpj,S4,BANCO ARBI S.A. - PRUDENCIAL,,1,1,0,0,18087,9312,8838,2021_tri_01.csv,2026-09-15T02:03:55.750823+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO ARBI S.A.,54403563,54403563,BANCO ARBI,True,cnpj,S4,BANCO ARBI S.A. - PRUDENCIAL,,1,1,0,0,18087,9312,8838,2021_tri_01.csv,2026-09-15T02:10:27.958596+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO ARBI S.A.,54403563,54403563,BANCO ARBI,True,cnpj,S4,BANCO ARBI S.A. - PRUDENCIAL,,1,1,0,0,18087,9312,8838,2021_tri_01.csv,2026-09-15T02:12:53.765185+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO CNH INDUSTRIAL CAPITAL S.A.,02992446,2992446,BANCO CNH INDUSTRIAL CAPITAL,True,cnpj,S3,BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL,,3,0,1,2,28352,1238,27399,2021_tri_01.csv,2026-09-15T02:12:53.916962+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO CNH INDUSTRIAL CAPITAL S.A.,02992446,2992446,BANCO CNH INDUSTRIAL CAPITAL,True,cnpj,S3,BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL,,3,0,1,2,28352,1238,27399,2021_tri_01.csv,2026-09-15T02:10:29.837792+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO CNH INDUSTRIAL CAPITAL S.A.,02992446,2992446,BANCO CNH INDUSTRIAL CAPITAL,True,cnpj,S3,BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL,,3,0,1,2,28352,1238,27399,2021_tri_01.csv,2026-09-15T02:14:47.920102+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO CNH INDUSTRIAL CAPITAL S.A.,02992446,2992446,BANCO CNH INDUSTRIAL CAPITAL,True,cnpj,S3,BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL,,3,0,1,2,28352,1238,27399,2021_tri_01.csv,2026-09-15T02:03:56.254097+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO CSF S.A.,08357240,8357240,BANCO CSF,True,cnpj,S3,BANCO CSF S.A. - PRUDENCIAL,22.53,310,165,94,51,7322283,,7322283,2021_tri_01.csv,2026-09-15T02:12:53.711162+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO CSF S.A.,08357240,8357240,BANCO CSF,True,cnpj,S3,BANCO CSF S.A. - PRUDENCIAL,22.53,310,165,94,51,7322283,,7322283,2021_tri_01.csv,2026-09-15T02:14:47.868986+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO CSF S.A.,08357240,8357240,BANCO CSF,True,cnpj,S3,BANCO CSF S.A. - PRUDENCIAL,22.53,310,165,94,51,7322283,,7322283,2021_tri_01.csv,2026-09-15T02:03:55.984271+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO CSF S.A.,08357240,8357240,BANCO CSF,True,cnpj,S3,BANCO CSF S.A. - PRUDENCIAL,22.53,310,165,94,51,7322283,,7322283,2021_tri_01.csv,2026-09-15T02:10:29.910481+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DA AMAZONIA S.A.,04902979,4902979,BANCO DA AMAZONIA,True,cnpj,S3,BANCO DA AMAZONIA S.A. - PRUDENCIAL,,12,4,1,7,540684,459756,194221,2021_tri_01.csv,2026-09-15T02:14:48.178253+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DA AMAZONIA S.A.,04902979,4902979,BANCO DA AMAZONIA,True,cnpj,S3,BANCO DA AMAZONIA S.A. - PRUDENCIAL,,12,4,1,7,540684,459756,194221,2021_tri_01.csv,2026-09-15T02:12:53.414917+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DA AMAZONIA S.A.,04902979,4902979,BANCO DA AMAZONIA,True,cnpj,S3,BANCO DA AMAZONIA S.A. - PRUDENCIAL,,12,4,1,7,540684,459756,194221,2021_tri_01.csv,2026-09-15T02:10:28.496019+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DA AMAZONIA S.A.,04902979,4902979,BANCO DA AMAZONIA,True,cnpj,S3,BANCO DA AMAZONIA S.A. - PRUDENCIAL,,12,4,1,7,540684,459756,194221,2021_tri_01.csv,2026-09-15T02:03:55.575875+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DA CHINA BRASIL S.A.,10690848,10690848,BANCO DA CHINA BRASIL,True,cnpj,S4,BANCO DA CHINA BRASIL S.A. - PRUDENCIAL,,1,0,1,0,469,452,32,2021_tri_01.csv,2026-09-15T02:12:53.521966+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DA CHINA BRASIL S.A.,10690848,10690848,BANCO DA CHINA BRASIL,True,cnpj,S4,BANCO DA CHINA BRASIL S.A. - PRUDENCIAL,,1,0,1,0,469,452,32,2021_tri_01.csv,2026-09-15T02:03:55.909904+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DA CHINA BRASIL S.A.,10690848,10690848,BANCO DA CHINA BRASIL,True,cnpj,S4,BANCO DA CHINA BRASIL S.A. - PRUDENCIAL,,1,0,1,0,469,452,32,2021_tri_01.csv,2026-09-15T02:10:28.554927+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DA CHINA BRASIL S.A.,10690848,10690848,BANCO DA CHINA BRASIL,True,cnpj,S4,BANCO DA CHINA BRASIL S.A. - PRUDENCIAL,,1,0,1,0,469,452,32,2021_tri_01.csv,2026-09-15T02:14:48.299168+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DE LAGE LANDEN BRASIL S.A.,05040481,5040481,BANCO DE LAGE LANDEN BRASIL,True,cnpj,S4,BANCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL,,1,0,1,0,36713,3,36711,2021_tri_01.csv,2026-09-15T02:12:53.753092+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DE LAGE LANDEN BRASIL S.A.,05040481,5040481,BANCO DE LAGE LANDEN BRASIL,True,cnpj,S4,BANCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL,,1,0,1,0,36713,3,36711,2021_tri_01.csv,2026-09-15T02:14:48.277450+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DE LAGE LANDEN BRASIL S.A.,05040481,5040481,BANCO DE LAGE LANDEN BRASIL,True,cnpj,S4,BANCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL,,1,0,1,0,36713,3,36711,2021_tri_01.csv,2026-09-15T02:03:55.594983+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DE LAGE LANDEN BRASIL S.A.,05040481,5040481,BANCO DE LAGE LANDEN BRASIL,True,cnpj,S4,BANCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL,,1,0,1,0,36713,3,36711,2021_tri_01.csv,2026-09-15T02:10:29.833940+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DIGIMAIS S.A.,92874270,92874270,BANCO DIGIMAIS,True,cnpj,S4,BANCO A.J. RENNER S.A. - PRUDENCIAL,484.31,233,143,36,54,295260,168966,177621,2021_tri_01.csv,2026-09-15T02:12:53.233919+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DIGIMAIS S.A.,92874270,92874270,BANCO DIGIMAIS,True,cnpj,S4,BANCO A.J. RENNER S.A. - PRUDENCIAL,484.31,233,143,36,54,295260,168966,177621,2021_tri_01.csv,2026-09-15T02:03:55.720199+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DIGIMAIS S.A.,92874270,92874270,BANCO DIGIMAIS,True,cnpj,S4,BANCO A.J. RENNER S.A. - PRUDENCIAL,484.31,233,143,36,54,295260,168966,177621,2021_tri_01.csv,2026-09-15T02:14:47.762087+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DIGIMAIS S.A.,92874270,92874270,BANCO DIGIMAIS,True,cnpj,S4,BANCO A.J. RENNER S.A. - PRUDENCIAL,484.31,233,143,36,54,295260,168966,177621,2021_tri_01.csv,2026-09-15T02:10:29.900040+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DIGIO S.A.,27098060,27098060,BANCO DIGIO,False,nenhum,,,25.71,204,40,100,64,1555646,594244,1515429,2021_tri_01.csv,2026-09-15T02:12:53.830292+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DIGIO S.A.,27098060,27098060,BANCO DIGIO,False,nenhum,,,25.71,204,40,100,64,1555646,594244,1515429,2021_tri_01.csv,2026-09-15T02:10:28.461035+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DIGIO S.A.,27098060,27098060,BANCO DIGIO,False,nenhum,,,25.71,204,40,100,64,1555646,594244,1515429,2021_tri_01.csv,2026-09-15T02:03:55.842718+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DIGIO S.A.,27098060,27098060,BANCO DIGIO,False,nenhum,,,25.71,204,40,100,64,1555646,594244,1515429,2021_tri_01.csv,2026-09-15T02:14:48.229027+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DO ESTADO DE SERGIPE S.A.,13009717,13009717,BANCO DO ESTADO DE SERGIPE,True,cnpj,S4,BANCO DO EST. DE SE S.A. - PRUDENCIAL,,45,11,25,9,1066464,834281,599884,2021_tri_01.csv,2026-09-15T02:03:55.917653+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DO ESTADO DE SERGIPE S.A.,13009717,13009717,BANCO DO ESTADO DE SERGIPE,True,cnpj,S4,BANCO DO EST. DE SE S.A. - PRUDENCIAL,,45,11,25,9,1066464,834281,599884,2021_tri_01.csv,2026-09-15T02:10:28.607242+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DO ESTADO DE SERGIPE S.A.,13009717,13009717,BANCO DO ESTADO DE SERGIPE,True,cnpj,S4,BANCO DO EST. DE SE S.A. - PRUDENCIAL,,45,11,25,9,1066464,834281,599884,2021_tri_01.csv,2026-09-15T02:14:47.744305+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DO ESTADO DE SERGIPE S.A.,13009717,13009717,BANCO DO ESTADO DE SERGIPE,True,cnpj,S4,BANCO DO EST. DE SE S.A. - PRUDENCIAL,,45,11,25,9,1066464,834281,599884,2021_tri_01.csv,2026-09-15T02:12:53.768828+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DO ESTADO DO PARÁ S.A.,04913711,4913711,BANCO DO ESTADO DO PARA,True,cnpj,S4,BANCO DO EST. DO PA S.A. - PRUDENCIAL,46.2,61,39,10,12,844056,758236,347013,2021_tri_01.csv,2026-09-15T02:14:48.047507+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DO ESTADO DO PARÁ S.A.,04913711,4913711,BANCO DO ESTADO DO PARA,True,cnpj,S4,BANCO DO EST. DO PA S.A. - PRUDENCIAL,46.2,61,39,10,12,844056,758236,347013,2021_tri_01.csv,2026-09-15T02:10:30.014766+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DO ESTADO DO PARÁ S.A.,04913711,4913711,BANCO DO ESTADO DO PARA,True,cnpj,S4,BANCO DO EST. DO PA S.A. - PRUDENCIAL,46.2,61,39,10,12,844056,758236,347013,2021_tri_01.csv,2026-09-15T02:12:53.467431+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DO ESTADO DO PARÁ S.A.,04913711,4913711,BANCO DO ESTADO DO PARA,True,cnpj,S4,BANCO DO EST. DO PA S.A. - PRUDENCIAL,46.2,61,39,10,12,844056,758236,347013,2021_tri_01.csv,2026-09-15T02:03:56.046486+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DO NORDESTE DO BRASIL S.A.,07237373,7237373,BANCO DO NORDESTE DO BRASIL,True,cnpj,S2,BANCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL,,47,19,8,20,8512373,7928582,3161435,2021_tri_01.csv,2026-09-15T02:14:47.998606+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DO NORDESTE DO BRASIL S.A.,07237373,7237373,BANCO DO NORDESTE DO BRASIL,True,cnpj,S2,BANCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL,,47,19,8,20,8512373,7928582,3161435,2021_tri_01.csv,2026-09-15T02:12:53.648519+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DO NORDESTE DO BRASIL S.A.,07237373,7237373,BANCO DO NORDESTE DO BRASIL,True,cnpj,S2,BANCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL,,47,19,8,20,8512373,7928582,3161435,2021_tri_01.csv,2026-09-15T02:10:30.156775+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO DO NORDESTE DO BRASIL S.A.,07237373,7237373,BANCO DO NORDESTE DO BRASIL,True,cnpj,S2,BANCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL,,47,19,8,20,8512373,7928582,3161435,2021_tri_01.csv,2026-09-15T02:03:56.000601+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO FIBRA S.A.,58616418,58616418,BANCO FIBRA,True,cnpj,S3,BANCO FIBRA S.A. - PRUDENCIAL,,5,1,2,2,163619,3832,160325,2021_tri_01.csv,2026-09-15T02:03:55.962426+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO FIBRA S.A.,58616418,58616418,BANCO FIBRA,True,cnpj,S3,BANCO FIBRA S.A. - PRUDENCIAL,,5,1,2,2,163619,3832,160325,2021_tri_01.csv,2026-09-15T02:10:28.693810+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO FIBRA S.A.,58616418,58616418,BANCO FIBRA,True,cnpj,S3,BANCO FIBRA S.A. - PRUDENCIAL,,5,1,2,2,163619,3832,160325,2021_tri_01.csv,2026-09-15T02:12:53.225306+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO FIBRA S.A.,58616418,58616418,BANCO FIBRA,True,cnpj,S3,BANCO FIBRA S.A. - PRUDENCIAL,,5,1,2,2,163619,3832,160325,2021_tri_01.csv,2026-09-15T02:14:47.932916+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO FIDIS S/A,62237425,62237425,BANCO FIDIS,True,cnpj,S4,BANCO FIDIS - PRUDENCIAL,,2,0,2,0,6907,185,6739,2021_tri_01.csv,2026-09-15T02:14:47.988337+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO FIDIS S/A,62237425,62237425,BANCO FIDIS,True,cnpj,S4,BANCO FIDIS - PRUDENCIAL,,2,0,2,0,6907,185,6739,2021_tri_01.csv,2026-09-15T02:12:53.774455+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO FIDIS S/A,62237425,62237425,BANCO FIDIS,True,cnpj,S4,BANCO FIDIS - PRUDENCIAL,,2,0,2,0,6907,185,6739,2021_tri_01.csv,2026-09-15T02:03:56.033704+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO FIDIS S/A,62237425,62237425,BANCO FIDIS,True,cnpj,S4,BANCO FIDIS - PRUDENCIAL,,2,0,2,0,6907,185,6739,2021_tri_01.csv,2026-09-15T02:10:28.632377+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO INBURSA S.A.,04866275,4866275,BANCO INBURSA,True,cnpj,S4,BANCO STANDARD INV S.A. - PRUDENCIAL,,7,1,5,1,12367,12,12357,2021_tri_01.csv,2026-09-15T02:03:56.458280+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO INBURSA S.A.,04866275,4866275,BANCO INBURSA,True,cnpj,S4,BANCO STANDARD INV S.A. - PRUDENCIAL,,7,1,5,1,12367,12,12357,2021_tri_01.csv,2026-09-15T02:10:30.371289+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO INBURSA S.A.,04866275,4866275,BANCO INBURSA,True,cnpj,S4,BANCO STANDARD INV S.A. - PRUDENCIAL,,7,1,5,1,12367,12,12357,2021_tri_01.csv,2026-09-15T02:12:53.390126+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO INBURSA S.A.,04866275,4866275,BANCO INBURSA,True,cnpj,S4,BANCO STANDARD INV S.A. - PRUDENCIAL,,7,1,5,1,12367,12,12357,2021_tri_01.csv,2026-09-15T02:14:48.293521+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO JOHN DEERE S.A.,91884981,91884981,BANCO JOHN DEERE,True,cnpj,S4,JOHN DEERE - PRUDENCIAL,,1,0,1,0,15036,254,14848,2021_tri_01.csv,2026-09-15T02:12:53.484705+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO JOHN DEERE S.A.,91884981,91884981,BANCO JOHN DEERE,True,cnpj,S4,JOHN DEERE - PRUDENCIAL,,1,0,1,0,15036,254,14848,2021_tri_01.csv,2026-09-15T02:10:30.083735+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO JOHN DEERE S.A.,91884981,91884981,BANCO JOHN DEERE,True,cnpj,S4,JOHN DEERE - PRUDENCIAL,,1,0,1,0,15036,254,14848,2021_tri_01.csv,2026-09-15T02:14:48.356520+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO JOHN DEERE S.A.,91884981,91884981,BANCO JOHN DEERE,True,cnpj,S4,JOHN DEERE - PRUDENCIAL,,1,0,1,0,15036,254,14848,2021_tri_01.csv,2026-09-15T02:03:55.940728+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO LUSO BRASILEIRO S.A.,59118133,59118133,BANCO LUSO BRASILEIRO,True,cnpj,S4,BANCO LUSO BRASILEIRO S.A. - PRUDENCIAL,,1,0,1,0,10071,4711,5719,2021_tri_01.csv,2026-09-15T02:14:48.235523+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO LUSO BRASILEIRO S.A.,59118133,59118133,BANCO LUSO BRASILEIRO,True,cnpj,S4,BANCO LUSO BRASILEIRO S.A. - PRUDENCIAL,,1,0,1,0,10071,4711,5719,2021_tri_01.csv,2026-09-15T02:10:29.958931+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO LUSO BRASILEIRO S.A.,59118133,59118133,BANCO LUSO BRASILEIRO,True,cnpj,S4,BANCO LUSO BRASILEIRO S.A. - PRUDENCIAL,,1,0,1,0,10071,4711,5719,2021_tri_01.csv,2026-09-15T02:03:55.780076+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO LUSO BRASILEIRO S.A.,59118133,59118133,BANCO LUSO BRASILEIRO,True,cnpj,S4,BANCO LUSO BRASILEIRO S.A. - PRUDENCIAL,,1,0,1,0,10071,4711,5719,2021_tri_01.csv,2026-09-15T02:12:53.545598+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO OURINVEST S.A.,78632767,78632767,BANCO OURINVEST,True,cnpj,S4,OURINVEST - PRUDENCIAL,,1,0,1,0,42561,40252,2342,2021_tri_01.csv,2026-09-15T02:10:30.017789+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO OURINVEST S.A.,78632767,78632767,BANCO OURINVEST,True,cnpj,S4,OURINVEST - PRUDENCIAL,,1,0,1,0,42561,40252,2342,2021_tri_01.csv,2026-09-15T02:12:53.532417+00:00
2021,1,Grupo Secundário,Banco/financeira,BANCO OURINVEST S.A.,78632767,78632767,BANCO OURINVEST,True,cnpj,S4,OURINVEST - PRUDENCIAL,,1,0,1,0,42561,40252,2342,2021_tri_01.csv,2026-09-15T02:14:48.369585+00:00
