ano,trimestre,categoria,tipo,instituicao_financeira,cnpj_if,cnpj_norm,nome_norm,banco_encontrado,origem_do_match,segmento,nome_banco,indice,qtd_total_reclamacoes,qtd_reclamacoes_reguladas_procedentes,qtd_reclamacoes_reguladas_outras,qtd_reclamacoes_nao_reguladas,qtd_total_clientes_ccs_e_scr,qtd_clientes_ccs,qtd_clientes_scr,origem_arquivo,processado_em
2021,2,Top 10 - Bancos e Financeiras,Conglomerado,NUBANK (conglomerado), ,,NUBANK,False,nenhum,,,0.0,25,0,12,13,17916854,16551605,2682699,2021_tri_02.csv,2026-09-15T02:10:31.703717+00:00
2021,2,Top 10 - Bancos e Financeiras,Conglomerado,NUBANK (conglomerado), ,,NUBANK,False,nenhum,,,0.0,25,0,12,13,17916854,16551605,2682699,2021_tri_02.csv,2026-09-15T02:14:48.148854+00:00
2021,2,Demais bancos e financeiras,Conglomerado,OMNI (conglomerado), ,,OMNI,True,nome,S4,OMNI,,139,21,60,58,4908486,146058,4773941,2021_tri_02.csv,2026-09-15T02:14:48.217536+00:00
2021,2,Demais bancos e financeiras,Conglomerado,OMNI (conglomerado), ,,OMNI,True,nome,S4,OMNI,,139,21,60,58,4908486,146058,4773941,2021_tri_02.csv,2026-09-15T02:03:57.510087+00:00
2021,2,Demais bancos e financeiras,Conglomerado,OMNI (conglomerado), ,,OMNI,True,nome,S4,OMNI,,139,21,60,58,4908486,146058,4773941,2021_tri_02.csv,2026-09-15T02:12:54.420918+00:00
2021,2,Demais bancos e financeiras,Conglomerado,OMNI (conglomerado), ,,OMNI,True,nome,S4,OMNI,,139,21,60,58,4908486,146058,4773941,2021_tri_02.csv,2026-09-15T02:10:31.577809+00:00
2021,2,Demais bancos e financeiras,Conglomerado,ORIGINAL (conglomerado), ,,ORIGINAL,True,nome,S3,ORIGINAL - PRUDENCIAL,67.64,956,320,350,286,4730387,4021930,1350520,2021_tri_02.csv,2026-09-15T02:14:48.172770+00:00
2021,2,Demais bancos e financeiras,Conglomerado,ORIGINAL (conglomerado), ,,ORIGINAL,True,nome,S3,ORIGINAL - PRUDENCIAL,67.64,956,320,350,286,4730387,4021930,1350520,2021_tri_02.csv,2026-09-15T02:10:30.266051+00:00
2021,2,Demais bancos e financeiras,Conglomerado,ORIGINAL (conglomerado), ,,ORIGINAL,True,nome,S3,ORIGINAL - PRUDENCIAL,67.64,956,320,350,286,4730387,4021930,1350520,2021_tri_02.csv,2026-09-15T02:12:53.760147+00:00
2021,2,Demais bancos e financeiras,Conglomerado,ORIGINAL (conglomerado), ,,ORIGINAL,True,nome,S3,ORIGINAL - PRUDENCIAL,67.64,956,320,350,286,4730387,4021930,1350520,2021_tri_02.csv,2026-09-15T02:03:58.421620+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PAGBANK-PAGSEGURO (conglomerado), ,,PAGBANKPAGSEGURO,False,nenhum,,,,13,7,6,0,3013459,3008456,5432,2021_tri_02.csv,2026-09-15T02:14:48.488981+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PAGBANK-PAGSEGURO (conglomerado), ,,PAGBANKPAGSEGURO,False,nenhum,,,,13,7,6,0,3013459,3008456,5432,2021_tri_02.csv,2026-09-15T02:03:58.490857+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PAGBANK-PAGSEGURO (conglomerado), ,,PAGBANKPAGSEGURO,False,nenhum,,,,13,7,6,0,3013459,3008456,5432,2021_tri_02.csv,2026-09-15T02:12:54.757976+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PAGBANK-PAGSEGURO (conglomerado), ,,PAGBANKPAGSEGURO,False,nenhum,,,,13,7,6,0,3013459,3008456,5432,2021_tri_02.csv,2026-09-15T02:10:30.668602+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PARANÁ BANCO (conglomerado), ,,PARANA BANCO,False,nenhum,,,181.0,386,88,252,46,486166,9815,476614,2021_tri_02.csv,2026-09-15T02:12:54.894858+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PARANÁ BANCO (conglomerado), ,,PARANA BANCO,False,nenhum,,,181.0,386,88,252,46,486166,9815,476614,2021_tri_02.csv,2026-09-15T02:03:58.561543+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PARANÁ BANCO (conglomerado), ,,PARANA BANCO,False,nenhum,,,181.0,386,88,252,46,486166,9815,476614,2021_tri_02.csv,2026-09-15T02:10:32.431622+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PARANÁ BANCO (conglomerado), ,,PARANA BANCO,False,nenhum,,,181.0,386,88,252,46,486166,9815,476614,2021_tri_02.csv,2026-09-15T02:14:48.202121+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.",03311443,3311443,PARATI CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,PARATI - CFI S.A.,,39,28,9,2,1616,,1616,2021_tri_02.csv,2026-09-15T02:12:55.036158+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.",03311443,3311443,PARATI CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,PARATI - CFI S.A.,,39,28,9,2,1616,,1616,2021_tri_02.csv,2026-09-15T02:03:58.634606+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.",03311443,3311443,PARATI CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,PARATI - CFI S.A.,,39,28,9,2,1616,,1616,2021_tri_02.csv,2026-09-15T02:10:31.722323+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.",03311443,3311443,PARATI CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,PARATI - CFI S.A.,,39,28,9,2,1616,,1616,2021_tri_02.csv,2026-09-15T02:14:48.264092+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",43180355,43180355,PEFISA CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,PERNAMBUCANAS,17.46,192,115,50,27,6583040,6167980,2911088,2021_tri_02.csv,2026-09-15T02:03:58.101865+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",43180355,43180355,PEFISA CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,PERNAMBUCANAS,17.46,192,115,50,27,6583040,6167980,2911088,2021_tri_02.csv,2026-09-15T02:12:53.702736+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",43180355,43180355,PEFISA CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,PERNAMBUCANAS,17.46,192,115,50,27,6583040,6167980,2911088,2021_tri_02.csv,2026-09-15T02:10:31.680432+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",43180355,43180355,PEFISA CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,PERNAMBUCANAS,17.46,192,115,50,27,6583040,6167980,2911088,2021_tri_02.csv,2026-09-15T02:14:48.389920+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PINE (conglomerado), ,,PINE,True,nome,S3,PINE - PRUDENCIAL,,2,0,0,2,13502,10883,3284,2021_tri_02.csv,2026-09-15T02:12:53.772834+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PINE (conglomerado), ,,PINE,True,nome,S3,PINE - PRUDENCIAL,,2,0,0,2,13502,10883,3284,2021_tri_02.csv,2026-09-15T02:03:58.169636+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PINE (conglomerado), ,,PINE,True,nome,S3,PINE - PRUDENCIAL,,2,0,0,2,13502,10883,3284,2021_tri_02.csv,2026-09-15T02:10:31.108381+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PINE (conglomerado), ,,PINE,True,nome,S3,PINE - PRUDENCIAL,,2,0,0,2,13502,10883,3284,2021_tri_02.csv,2026-09-15T02:14:48.164253+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PORTO SEGURO (conglomerado), ,,PORTO SEGURO,True,nome,S4,PORTO SEGURO,20.57,204,59,96,49,2867211,,2867211,2021_tri_02.csv,2026-09-15T02:03:57.579704+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PORTO SEGURO (conglomerado), ,,PORTO SEGURO,True,nome,S4,PORTO SEGURO,20.57,204,59,96,49,2867211,,2867211,2021_tri_02.csv,2026-09-15T02:14:48.286262+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PORTO SEGURO (conglomerado), ,,PORTO SEGURO,True,nome,S4,PORTO SEGURO,20.57,204,59,96,49,2867211,,2867211,2021_tri_02.csv,2026-09-15T02:12:54.854285+00:00
2021,2,Demais bancos e financeiras,Conglomerado,PORTO SEGURO (conglomerado), ,,PORTO SEGURO,True,nome,S4,PORTO SEGURO,20.57,204,59,96,49,2867211,,2867211,2021_tri_02.csv,2026-09-15T02:10:29.850473+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO",01800019,1800019,PORTOCRED CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,PORTOCRED S.A. - CFI,,85,29,39,17,226210,3382,222831,2021_tri_02.csv,2026-09-15T02:14:48.349976+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO",01800019,1800019,PORTOCRED CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,PORTOCRED S.A. - CFI,,85,29,39,17,226210,3382,222831,2021_tri_02.csv,2026-09-15T02:12:54.920611+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO",01800019,1800019,PORTOCRED CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,PORTOCRED S.A. - CFI,,85,29,39,17,226210,3382,222831,2021_tri_02.csv,2026-09-15T02:10:30.348777+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO",01800019,1800019,PORTOCRED CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,PORTOCRED S.A. - CFI,,85,29,39,17,226210,3382,222831,2021_tri_02.csv,2026-09-15T02:03:57.645665+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",27351731,27351731,REALIZE CREDITO FINANCIAMENTO E INVESTIMENTO,False,nenhum,,,,103,26,49,28,4814788,48,4814765,2021_tri_02.csv,2026-09-15T02:03:57.305413+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",27351731,27351731,REALIZE CREDITO FINANCIAMENTO E INVESTIMENTO,False,nenhum,,,,103,26,49,28,4814788,48,4814765,2021_tri_02.csv,2026-09-15T02:12:54.076084+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",27351731,27351731,REALIZE CREDITO FINANCIAMENTO E INVESTIMENTO,False,nenhum,,,,103,26,49,28,4814788,48,4814765,2021_tri_02.csv,2026-09-15T02:14:48.266626+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",27351731,27351731,REALIZE CREDITO FINANCIAMENTO E INVESTIMENTO,False,nenhum,,,,103,26,49,28,4814788,48,4814765,2021_tri_02.csv,2026-09-15T02:10:32.433893+00:00
2021,2,Demais bancos e financeiras,Conglomerado,RENDIMENTO (conglomerado), ,,RENDIMENTO,True,nome,S4,RENDIMENTO - PRUDENCIAL,,16,3,13,0,25046,21084,6538,2021_tri_02.csv,2026-09-15T02:14:48.392857+00:00
2021,2,Demais bancos e financeiras,Conglomerado,RENDIMENTO (conglomerado), ,,RENDIMENTO,True,nome,S4,RENDIMENTO - PRUDENCIAL,,16,3,13,0,25046,21084,6538,2021_tri_02.csv,2026-09-15T02:03:57.368167+00:00
2021,2,Demais bancos e financeiras,Conglomerado,RENDIMENTO (conglomerado), ,,RENDIMENTO,True,nome,S4,RENDIMENTO - PRUDENCIAL,,16,3,13,0,25046,21084,6538,2021_tri_02.csv,2026-09-15T02:10:32.496972+00:00
2021,2,Demais bancos e financeiras,Conglomerado,RENDIMENTO (conglomerado), ,,RENDIMENTO,True,nome,S4,RENDIMENTO - PRUDENCIAL,,16,3,13,0,25046,21084,6538,2021_tri_02.csv,2026-09-15T02:12:54.153973+00:00
2021,2,Demais bancos e financeiras,Conglomerado,RODOBENS (conglomerado), ,,RODOBENS,True,nome,S4,RODOBENS - PRUDENCIAL,,5,1,1,3,14012,1661,12750,2021_tri_02.csv,2026-09-15T02:14:48.327575+00:00
2021,2,Demais bancos e financeiras,Conglomerado,RODOBENS (conglomerado), ,,RODOBENS,True,nome,S4,RODOBENS - PRUDENCIAL,,5,1,1,3,14012,1661,12750,2021_tri_02.csv,2026-09-15T02:03:58.553770+00:00
2021,2,Demais bancos e financeiras,Conglomerado,RODOBENS (conglomerado), ,,RODOBENS,True,nome,S4,RODOBENS - PRUDENCIAL,,5,1,1,3,14012,1661,12750,2021_tri_02.csv,2026-09-15T02:12:54.553455+00:00
2021,2,Demais bancos e financeiras,Conglomerado,RODOBENS (conglomerado), ,,RODOBENS,True,nome,S4,RODOBENS - PRUDENCIAL,,5,1,1,3,14012,1661,12750,2021_tri_02.csv,2026-09-15T02:10:30.898086+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SAFRA (conglomerado), ,,SAFRA,True,nome,S2,SAFRA - PRUDENCIAL,188.09,1907,639,832,436,3397199,1684220,1967050,2021_tri_02.csv,2026-09-15T02:14:48.452409+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SAFRA (conglomerado), ,,SAFRA,True,nome,S2,SAFRA - PRUDENCIAL,188.09,1907,639,832,436,3397199,1684220,1967050,2021_tri_02.csv,2026-09-15T02:12:54.633093+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SAFRA (conglomerado), ,,SAFRA,True,nome,S2,SAFRA - PRUDENCIAL,188.09,1907,639,832,436,3397199,1684220,1967050,2021_tri_02.csv,2026-09-15T02:03:58.614171+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SAFRA (conglomerado), ,,SAFRA,True,nome,S2,SAFRA - PRUDENCIAL,188.09,1907,639,832,436,3397199,1684220,1967050,2021_tri_02.csv,2026-09-15T02:10:30.881129+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",05503849,5503849,SANTANA CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,SANTANA S.A. - CFI,,4,0,2,2,29406,1253,28155,2021_tri_02.csv,2026-09-15T02:14:48.419519+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",05503849,5503849,SANTANA CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,SANTANA S.A. - CFI,,4,0,2,2,29406,1253,28155,2021_tri_02.csv,2026-09-15T02:03:57.451796+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",05503849,5503849,SANTANA CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,SANTANA S.A. - CFI,,4,0,2,2,29406,1253,28155,2021_tri_02.csv,2026-09-15T02:10:32.072413+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",05503849,5503849,SANTANA CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,SANTANA S.A. - CFI,,4,0,2,2,29406,1253,28155,2021_tri_02.csv,2026-09-15T02:12:54.679959+00:00
2021,2,Top 10 - Bancos e Financeiras,Conglomerado,SANTANDER (conglomerado), ,,SANTANDER,True,nome,S1,SANTANDER - PRUDENCIAL,28.88,6728,1514,3182,2032,52415407,43972399,26478061,2021_tri_02.csv,2026-09-15T02:12:55.195304+00:00
2021,2,Top 10 - Bancos e Financeiras,Conglomerado,SANTANDER (conglomerado), ,,SANTANDER,True,nome,S1,SANTANDER - PRUDENCIAL,28.88,6728,1514,3182,2032,52415407,43972399,26478061,2021_tri_02.csv,2026-09-15T02:03:57.945853+00:00
2021,2,Top 10 - Bancos e Financeiras,Conglomerado,SANTANDER (conglomerado), ,,SANTANDER,True,nome,S1,SANTANDER - PRUDENCIAL,28.88,6728,1514,3182,2032,52415407,43972399,26478061,2021_tri_02.csv,2026-09-15T02:14:48.486351+00:00
2021,2,Top 10 - Bancos e Financeiras,Conglomerado,SANTANDER (conglomerado), ,,SANTANDER,True,nome,S1,SANTANDER - PRUDENCIAL,28.88,6728,1514,3182,2032,52415407,43972399,26478061,2021_tri_02.csv,2026-09-15T02:10:32.399870+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SICREDI (conglomerado), ,,SICREDI,True,nome,S3,SICREDI - PRUDENCIAL,,4,0,0,4,5841394,5821054,180304,2021_tri_02.csv,2026-09-15T02:12:54.219618+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SICREDI (conglomerado), ,,SICREDI,True,nome,S3,SICREDI - PRUDENCIAL,,4,0,0,4,5841394,5821054,180304,2021_tri_02.csv,2026-09-15T02:10:31.234054+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SICREDI (conglomerado), ,,SICREDI,True,nome,S3,SICREDI - PRUDENCIAL,,4,0,0,4,5841394,5821054,180304,2021_tri_02.csv,2026-09-15T02:03:57.708913+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SICREDI (conglomerado), ,,SICREDI,True,nome,S3,SICREDI - PRUDENCIAL,,4,0,0,4,5841394,5821054,180304,2021_tri_02.csv,2026-09-15T02:14:48.418138+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SIMPALA (conglomerado), ,,SIMPALA,False,nenhum,,,,1,1,0,0,2271,20,2251,2021_tri_02.csv,2026-09-15T02:10:31.643543+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SIMPALA (conglomerado), ,,SIMPALA,False,nenhum,,,,1,1,0,0,2271,20,2251,2021_tri_02.csv,2026-09-15T02:12:54.276976+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SIMPALA (conglomerado), ,,SIMPALA,False,nenhum,,,,1,1,0,0,2271,20,2251,2021_tri_02.csv,2026-09-15T02:14:48.627586+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SIMPALA (conglomerado), ,,SIMPALA,False,nenhum,,,,1,1,0,0,2271,20,2251,2021_tri_02.csv,2026-09-15T02:03:57.787437+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SINOSSERRA (conglomerado), ,,SINOSSERRA,False,nenhum,,,,1,1,0,0,9729,99,9636,2021_tri_02.csv,2026-09-15T02:12:55.056616+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SINOSSERRA (conglomerado), ,,SINOSSERRA,False,nenhum,,,,1,1,0,0,9729,99,9636,2021_tri_02.csv,2026-09-15T02:03:58.450594+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SINOSSERRA (conglomerado), ,,SINOSSERRA,False,nenhum,,,,1,1,0,0,9729,99,9636,2021_tri_02.csv,2026-09-15T02:10:30.220042+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SINOSSERRA (conglomerado), ,,SINOSSERRA,False,nenhum,,,,1,1,0,0,9729,99,9636,2021_tri_02.csv,2026-09-15T02:14:48.457761+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SOCIETE GENERALE (conglomerado), ,,SOCIETE GENERALE,True,nome,S3,SOCIETE GENERALE - PRUDENCIAL,,1,0,1,0,670,552,161,2021_tri_02.csv,2026-09-15T02:10:28.649835+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SOCIETE GENERALE (conglomerado), ,,SOCIETE GENERALE,True,nome,S3,SOCIETE GENERALE - PRUDENCIAL,,1,0,1,0,670,552,161,2021_tri_02.csv,2026-09-15T02:12:55.116019+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SOCIETE GENERALE (conglomerado), ,,SOCIETE GENERALE,True,nome,S3,SOCIETE GENERALE - PRUDENCIAL,,1,0,1,0,670,552,161,2021_tri_02.csv,2026-09-15T02:14:48.520124+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SOCIETE GENERALE (conglomerado), ,,SOCIETE GENERALE,True,nome,S3,SOCIETE GENERALE - PRUDENCIAL,,1,0,1,0,670,552,161,2021_tri_02.csv,2026-09-15T02:03:58.520540+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",03881423,3881423,SOCINAL CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,SOCINAL S.A. CFI,,15,1,5,9,1992,467,1525,2021_tri_02.csv,2026-09-15T02:10:31.794210+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",03881423,3881423,SOCINAL CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,SOCINAL S.A. CFI,,15,1,5,9,1992,467,1525,2021_tri_02.csv,2026-09-15T02:12:53.846393+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",03881423,3881423,SOCINAL CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,SOCINAL S.A. CFI,,15,1,5,9,1992,467,1525,2021_tri_02.csv,2026-09-15T02:03:58.705017+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",03881423,3881423,SOCINAL CREDITO FINANCIAMENTO E INVESTIMENTO,True,cnpj,S4,SOCINAL S.A. CFI,,15,1,5,9,1992,467,1525,2021_tri_02.csv,2026-09-15T02:14:48.322752+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SOFISA (conglomerado), ,,SOFISA,True,nome,S4,SOFISA - PRUDENCIAL,119.21,70,41,9,20,343924,334626,16236,2021_tri_02.csv,2026-09-15T02:14:48.384690+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SOFISA (conglomerado), ,,SOFISA,True,nome,S4,SOFISA - PRUDENCIAL,119.21,70,41,9,20,343924,334626,16236,2021_tri_02.csv,2026-09-15T02:10:32.258340+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SOFISA (conglomerado), ,,SOFISA,True,nome,S4,SOFISA - PRUDENCIAL,119.21,70,41,9,20,343924,334626,16236,2021_tri_02.csv,2026-09-15T02:03:58.770283+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SOFISA (conglomerado), ,,SOFISA,True,nome,S4,SOFISA - PRUDENCIAL,119.21,70,41,9,20,343924,334626,16236,2021_tri_02.csv,2026-09-15T02:12:53.908937+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SOROCRED (conglomerado), ,,SOROCRED,True,acronimo,S4,SOROCRED CFI S.A.,,58,7,28,23,602379,1090,601342,2021_tri_02.csv,2026-09-15T02:12:54.794169+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SOROCRED (conglomerado), ,,SOROCRED,True,acronimo,S4,SOROCRED CFI S.A.,,58,7,28,23,602379,1090,601342,2021_tri_02.csv,2026-09-15T02:03:58.682568+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SOROCRED (conglomerado), ,,SOROCRED,True,acronimo,S4,SOROCRED CFI S.A.,,58,7,28,23,602379,1090,601342,2021_tri_02.csv,2026-09-15T02:10:31.021877+00:00
2021,2,Demais bancos e financeiras,Conglomerado,SOROCRED (conglomerado), ,,SOROCRED,True,acronimo,S4,SOROCRED CFI S.A.,,58,7,28,23,602379,1090,601342,2021_tri_02.csv,2026-09-15T02:14:48.513378+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS",05192316,5192316,VIA CERTA FINANCIADORA CREDITO FINANCIAMENTO E INVESTIMENTOS,True,cnpj,S4,VIA CERTA FINANCIADORA S.A. - CFI,,6,1,3,2,407511,1010,406505,2021_tri_02.csv,2026-09-15T02:14:48.573684+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS",05192316,5192316,VIA CERTA FINANCIADORA CREDITO FINANCIAMENTO E INVESTIMENTOS,True,cnpj,S4,VIA CERTA FINANCIADORA S.A. - CFI,,6,1,3,2,407511,1010,406505,2021_tri_02.csv,2026-09-15T02:12:54.356110+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS",05192316,5192316,VIA CERTA FINANCIADORA CREDITO FINANCIAMENTO E INVESTIMENTOS,True,cnpj,S4,VIA CERTA FINANCIADORA S.A. - CFI,,6,1,3,2,407511,1010,406505,2021_tri_02.csv,2026-09-15T02:10:30.815716+00:00
2021,2,Demais bancos e financeiras,Banco/financeira,"VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS",05192316,5192316,VIA CERTA FINANCIADORA CREDITO FINANCIAMENTO E INVESTIMENTOS,True,cnpj,S4,VIA CERTA FINANCIADORA S.A. - CFI,,6,1,3,2,407511,1010,406505,2021_tri_02.csv,2026-09-15T02:03:58.742790+00:00
2021,2,Demais bancos e financeiras,Conglomerado,VOITER (conglomerado), ,,VOITER,False,nenhum,,,,4,0,3,1,5810,5261,840,2021_tri_02.csv,2026-09-15T02:14:48.012430+00:00
2021,2,Demais bancos e financeiras,Conglomerado,VOITER (conglomerado), ,,VOITER,False,nenhum,,,,4,0,3,1,5810,5261,840,2021_tri_02.csv,2026-09-15T02:12:54.968304+00:00
2021,2,Demais bancos e financeiras,Conglomerado,VOITER (conglomerado), ,,VOITER,False,nenhum,,,,4,0,3,1,5810,5261,840,2021_tri_02.csv,2026-09-15T02:03:58.283871+00:00
2021,2,Demais bancos e financeiras,Conglomerado,VOITER (conglomerado), ,,VOITER,False,nenhum,,,,4,0,3,1,5810,5261,840,2021_tri_02.csv,2026-09-15T02:10:32.264513+00:00
2021,2,Demais bancos e financeiras,Conglomerado,VOLKSWAGEN (conglomerado), ,,VOLKSWAGEN,True,nome,S3,VOLKSWAGEN - PRUDENCIAL,95.31,112,35,22,55,367195,945,366420,2021_tri_02.csv,2026-09-15T02:14:48.134685+00:00
2021,2,Demais bancos e financeiras,Conglomerado,VOLKSWAGEN (conglomerado), ,,VOLKSWAGEN,True,nome,S3,VOLKSWAGEN - PRUDENCIAL,95.31,112,35,22,55,367195,945,366420,2021_tri_02.csv,2026-09-15T02:03:58.349043+00:00
2021,2,Demais bancos e financeiras,Conglomerado,VOLKSWAGEN (conglomerado), ,,VOLKSWAGEN,True,nome,S3,VOLKSWAGEN - PRUDENCIAL,95.31,112,35,22,55,367195,945,366420,2021_tri_02.csv,2026-09-15T02:10:32.474984+00:00
